woreda_name,environ_var_code,week_epidemiar,ref_value,ref_sd,ref_yrcount,ref_max,ref_uq,ref_median,ref_lq,ref_min
Abargelie,evi,37,0.2699992985943778,0.021568747144973963,17,0.29926043156284554,0.2897528046470534,0.27119930597851977,0.25631391029016565,0.22976602231977836
Abargelie,evi,38,0.2533691912117627,0.020287007589282906,17,0.2800137795192657,0.2721178174156113,0.2508768705112365,0.2394689802917439,0.21590526902018997
Abargelie,evi,39,0.2255689073051669,0.02084213671470087,17,0.2623021717330322,0.24133078389372173,0.22542699540284303,0.21163207182939206,0.1941768975991366
Abargelie,evi,40,0.20365764262839828,0.016972558534641052,17,0.24077039207123327,0.2126493103497799,0.20155083519775197,0.19109349260852793,0.1764697863370229
Abargelie,evi,41,0.1878649037336552,0.01548245438756419,17,0.2177512272412382,0.19823180316128938,0.18509437107381832,0.17892121882699247,0.16137916224967944
Abargelie,evi,42,0.17420945812835137,0.013370514376122399,17,0.1989763672915977,0.18016189969569096,0.16972843204258856,0.16745375580378472,0.15287985502259538
Abargelie,evi,43,0.16392158076965427,0.012731140781718154,17,0.1877977719744082,0.17004159534341384,0.16049731165808745,0.15740694050640644,0.13965552866828645
Abargelie,evi,44,0.15665962871900851,0.011913010809905653,17,0.17818614215431533,0.1619704368702424,0.15348160841159178,0.15045741058585238,0.1335470642168688
Abargelie,evi,45,0.1506597588026675,0.0115577157483217,17,0.17196967557058773,0.15576786581607852,0.14763993652499977,0.1444275710518908,0.12884657421128304
Abargelie,evi,46,0.14547147332169433,0.010876378835005033,17,0.16608433229697225,0.15046768636625987,0.14360641980278888,0.13911740226904934,0.1253086575938014
Abargelie,evi,47,0.14112393777078985,0.010333609470182043,17,0.15993454864164366,0.14693234909347663,0.13977989602077198,0.13454297947671054,0.121791966846402
Abargelie,evi,48,0.1370932519803314,0.009852656727205603,17,0.15513442564587823,0.14260446827317852,0.13625728236839824,0.13030515440985546,0.11850129348892129
Abargelie,evi,49,0.13361197051402013,0.00925778940652772,17,0.15125725805442777,0.13787266968242123,0.13253880389905873,0.12772893886298162,0.11592981693393259
Abargelie,evi,50,0.1304941313865364,0.008658275324694086,17,0.1458495988279249,0.13265165650320596,0.12897065538450583,0.12487985218904872,0.1136698438020778
Abargelie,evi,51,0.12796355626304992,0.008151021896359661,17,0.14301210682160406,0.1282169447015592,0.12614745573313788,0.12295409468261953,0.11224515071327289
Abargelie,evi,52,0.1255788352422042,0.007619646053840274,17,0.14056527369730276,0.12597448499664698,0.12372647625481627,0.12199895910708432,0.11059550362435724
Abargelie,evi,53,0.1167603983432134,0.006494609821916683,3,0.1209788381956257,0.12049985144175389,0.12002086468788208,0.11465117841700725,0.10928149214613245
Abargelie,lst_day,1,35.04404418968183,0.9703868795285151,18,36.237581622963965,35.79814645761893,35.29362621215314,34.545164643828485,33.27279701011951
Abargelie,lst_day,2,34.94701762432344,0.901204709906056,17,36.50510384973513,35.43882206859813,34.77304283191621,34.28308125499853,33.56011270361623
Abargelie,lst_day,3,35.23721160745361,0.9626729121105154,17,37.18520367609463,35.76656536312574,35.15324101768381,34.87627565554016,33.12243504749793
Abargelie,lst_day,4,36.333191160467,0.6753593996453755,17,37.4321126189136,36.770232398269364,36.50323312437971,36.117812511316735,35.05642079167503
Abargelie,lst_day,5,37.24811169577759,1.0204138513115035,17,39.4707382264863,37.627208820859494,37.121693340837865,36.854570885983506,35.33689449426687
Abargelie,lst_day,6,37.80758830385779,0.9679923336358083,17,39.67953632669191,38.498670598178634,37.67343987861747,37.24311987449286,36.49900985680958
Abargelie,lst_day,7,38.55354478388607,1.3660661680355202,17,40.364674708098065,39.58830721770849,38.66997725304424,38.290811494271246,35.902165263446676
Abargelie,lst_day,8,39.502582789701385,1.7215820258675916,17,42.844241515465285,40.424916386830915,39.676266375076814,39.11878282304087,35.054808421652226
Abargelie,lst_day,9,40.393952537203376,1.5137855863514935,17,43.63379038796879,41.05643028696404,40.25969215500095,39.623911205852565,38.076020258662275
Abargelie,lst_day,10,40.69598447197673,1.4311599205479513,17,43.577812499041045,41.783491209645824,40.320788698212546,39.581149476224674,38.53638616179819
Abargelie,lst_day,11,41.194385757998226,1.6011797837741388,17,44.31845626366825,42.05590335060326,41.120032438656516,40.77530009593503,37.18511761698329
Abargelie,lst_day,12,41.65999075853026,1.1694564283655395,17,43.54695072945553,42.45358384855666,41.509661594533384,40.58297288472039,39.63267045332496
Abargelie,lst_day,13,42.34418051800976,1.485363781711673,17,44.91156261028992,43.053442708176696,42.3855074025813,41.50776109435813,39.34894681472033
Abargelie,lst_day,14,42.46630919359802,1.4399130165032055,17,45.106818808160156,43.310460285202375,42.57626959745995,41.399545453708434,39.90205482470537
Abargelie,lst_day,15,42.40900678029123,1.6849332941227806,17,44.861655789333554,44.039818644279016,42.185538724144926,40.93709552186958,39.653049749298646
Abargelie,lst_day,16,42.38408798973051,1.6544322228844814,17,44.93022115982464,43.52006616626644,42.07105113523028,40.95754119279738,40.1222487507896
Abargelie,lst_day,17,42.237895867301525,1.9808588684786248,17,44.951150010219564,43.39900619249961,42.62059966401281,40.64983207289299,38.22208947572936
Abargelie,lst_day,18,42.11323004600632,2.9942750815493056,17,46.092019446007825,44.08915375923215,43.039514837999974,41.014297627896475,34.56613322213097
Abargelie,lst_day,19,42.23776817884377,2.130912673871508,17,46.00560502544456,43.297625330754585,42.31313621350957,41.30353662376489,38.09859643426431
Abargelie,lst_day,20,41.901931053060714,2.427980283444575,17,45.94908727993419,43.0407601264157,42.08086166524163,40.32780868742206,36.30115220144006
Abargelie,lst_day,21,41.08674458972711,2.506338962296569,17,45.266453469708615,42.865988906409186,41.08513532474565,40.08730753012628,35.51890418105742
Abargelie,lst_day,22,40.426977278281754,2.5737633999216576,17,45.67704353408891,41.88743442450391,40.31540799359701,38.116574477866585,35.74103422539129
Abargelie,lst_day,23,39.07006552937187,2.93478602004603,17,43.951366934912244,41.38325443507333,39.3567720743984,37.101612265679066,31.80133350805804
Abargelie,lst_day,24,36.42070993552131,2.508809505368825,17,42.70576757472393,37.581045997830905,36.187425659621816,35.05193051437216,31.80133350805804
Abargelie,lst_day,25,35.173555182762804,2.7034838785833006,17,41.85678330056732,35.97258705805016,34.88279065755144,33.99050853501871,30.59170083670566
Abargelie,lst_day,26,33.21921427568976,3.2375727307351903,17,38.06639856643852,36.354446305486846,31.533262414307618,30.47155473539943,29.144365893315157
Abargelie,lst_day,27,31.956291000905445,3.1227379372020656,17,38.024483280128244,33.896006037211514,31.624024627599947,29.651152974812046,27.795922158031996
Abargelie,lst_day,28,30.06472972470556,2.6394955865055727,17,35.61261988339272,31.52885997043415,29.531122100458138,28.226947125292863,26.547659521903363
Abargelie,lst_day,29,28.853723117219555,2.214290174069184,17,32.86868926344915,30.713075211081097,28.631660297267494,27.59003822351607,24.403273008151707
Abargelie,lst_day,30,28.892163121388325,2.1916545870106603,17,34.30741637915856,30.327470447678046,28.469199804872655,27.08168333621025,26.18181227237957
Abargelie,lst_day,31,27.906091035515058,2.3787491033111494,17,32.52713850539123,29.543264617261055,27.852248701973124,26.71730910187114,23.401264316497706
Abargelie,lst_day,32,27.337551909764237,1.6187137365896174,17,30.04319496967071,28.500884659897107,27.42145197582573,26.23220559984579,24.908453070794014
Abargelie,lst_day,33,27.218254268192098,1.407771679637138,17,29.56687058836367,28.23097067777294,27.221705204527975,26.6221474657573,24.356480959818896
Abargelie,lst_day,34,27.027112928507716,1.6093494922650022,17,30.049040813847853,27.97760891752317,27.063550101090755,26.01315565069611,23.348980228944335
Abargelie,lst_day,35,27.554603704724443,1.3646439433164936,17,29.643754235899284,28.652809801446008,27.309142153500517,26.59824186845406,24.77286539691702
Abargelie,lst_day,36,29.168040444966305,1.4754263806887011,17,31.179262375025257,30.72186268474233,28.905670197375528,28.150836955590158,25.68992329589617
Abargelie,lst_day,37,31.17118593556412,1.746895212078463,17,34.874681435206504,32.093211083279236,31.294206412972052,29.850722703806525,27.670670102238574
Abargelie,lst_day,38,33.78370233404882,1.8286034030027303,17,37.0698862713591,34.57926697842972,33.48363106721036,33.09254282240252,30.31988519723131
Abargelie,lst_day,39,35.81741276647892,1.2615230352996132,17,38.57989757118237,36.55550373213346,35.529744259401234,35.076798412009666,33.742064086755114
Abargelie,lst_day,40,37.38150486374051,1.238705228422266,17,39.59262714449598,38.40957433239898,37.535880149444964,36.48195120514061,35.317976429341726
Abargelie,lst_day,41,38.004841168646635,1.3667370599949467,17,40.81283365935674,38.53741495517208,37.723024731329936,37.40791477441174,34.73378393092691
Abargelie,lst_day,42,38.26008518067354,1.4922051002303705,17,41.13835376119626,38.75993618453888,38.39542730948199,37.5586025168961,35.31205291582709
Abargelie,lst_day,43,38.36950138992127,1.5415523643038256,17,40.87506627981704,39.00416047099584,38.51230486322059,37.80345510667934,34.69955603540081
Abargelie,lst_day,44,38.05842889976516,1.6516390379711494,17,40.75065441383617,39.04861155798234,37.801679371039896,36.69038556887955,34.73050877126685
Abargelie,lst_day,45,37.72699675212553,1.5264113743693972,17,40.53239132129374,38.734842106296945,37.872073753904516,36.89402262051565,34.77340254807644
Abargelie,lst_day,46,37.38225501250268,1.4144478179869595,17,39.81265491836941,38.11380438845618,37.33611582533826,36.6770639056879,33.63046755244355
Abargelie,lst_day,47,36.96379861632857,1.2378443752901351,17,39.35496343362404,37.68090638578122,36.76505900643804,36.035874570118786,35.174296498527845
Abargelie,lst_day,48,36.58402545404645,1.000113165456707,17,38.62511598430917,37.16489720597909,36.35259623416971,35.94898877321728,34.75460697053635
Abargelie,lst_day,49,36.04347432074785,0.9054172278363802,17,37.889888143410204,36.56970734623558,36.06601952211764,35.547725605178925,33.88271694157177
Abargelie,lst_day,50,35.53533338920004,0.8722467969874875,17,36.731227126450605,36.15674337370626,35.65778612460256,35.00564208591919,33.04911466098387
Abargelie,lst_day,51,35.22276201197011,0.6226402906212297,17,36.43300450703985,35.32219559067505,35.24286224956711,35.07688042626302,33.932384563496065
Abargelie,lst_day,52,35.02719903275796,0.7593935014677636,17,36.65580371451774,35.4892736687108,34.97280343647215,34.78670437980177,33.20388749525082
Abargelie,lst_day,53,34.481844526869274,1.1133139575186257,3,35.76728014907667,34.81043900212926,33.85359785518185,33.83912671576558,33.82465557634931
Abargelie,lst_mean,1,27.39361104956191,0.5668570916915097,18,28.105480791834676,27.875475385136156,27.530037821570833,26.976953876649638,26.307447249588613
Abargelie,lst_mean,2,27.465914347685167,0.6148887714127363,17,28.319185878719367,27.97112059139633,27.389802575328556,27.19998706443355,26.424132936499454
Abargelie,lst_mean,3,27.797919406880784,0.6139033458028172,17,29.205734832242776,28.06822592465518,27.851888730804557,27.528040275492305,26.49884928699402
Abargelie,lst_mean,4,28.565512529149032,0.5422613696086008,17,29.39741164992765,28.99773003979188,28.60866851437091,28.261888356394373,27.579417138413326
Abargelie,lst_mean,5,29.16373636241439,0.6477820626911125,17,30.806466098381534,29.455509547767694,29.074674299929615,28.825707742742157,27.82843361491853
Abargelie,lst_mean,6,29.55002400466682,0.6527245292391817,17,30.99598418331617,29.73859998759836,29.60972742014782,29.069229623337222,28.469827341644464
Abargelie,lst_mean,7,30.130580610253787,0.9220784487467066,17,31.80045822594616,30.733747610065887,30.2597934790014,29.846433358969197,28.60806100615696
Abargelie,lst_mean,8,30.995875468653942,1.367266980347153,17,33.845603788663205,31.629600255703767,31.226860628555027,30.29118712593501,28.08314902324969
Abargelie,lst_mean,9,31.23824701741376,1.1064047595031157,17,33.829623002659545,31.843482558314456,30.899953431960785,30.38523953661521,29.65884464676238
Abargelie,lst_mean,10,31.475549206489436,1.0048390703176946,17,33.83496626625238,32.00413325259986,31.208271550531006,30.738298900891166,30.344413931374934
Abargelie,lst_mean,11,31.768223519399427,1.1323130055645392,17,34.10673763786431,32.25728112192943,31.87336594794229,31.515249814482832,28.697619733014847
Abargelie,lst_mean,12,32.110915183556905,0.9830598642788076,17,33.474794476405776,32.792306376206206,32.126831894104534,31.436093735134882,29.61405444561336
Abargelie,lst_mean,13,32.573344166144395,1.1543788027202664,17,34.28525994811043,33.333149900965495,32.80491932380279,31.840747463984492,29.449144956323572
Abargelie,lst_mean,14,32.584591658458706,1.1231963834812102,17,34.326541861211666,33.175111064804256,32.835414573396406,31.63981174837914,30.310620780640907
Abargelie,lst_mean,15,32.431577911752186,1.314180437046083,17,34.42464644012597,33.31650515366478,32.35860414650121,31.433867847920737,30.192420224535734
Abargelie,lst_mean,16,32.61801252282976,1.1076196152108406,17,34.503722654741296,33.48324079365158,32.4484383687008,31.810862803817027,30.97818082970536
Abargelie,lst_mean,17,32.552322713975286,1.3224747539273143,17,34.27042510598578,33.726088677127834,32.67291586695304,31.692111004653107,29.924017063559415
Abargelie,lst_mean,18,32.57532132479784,1.8671252672651073,17,35.10449974497142,33.60837306173657,33.12457300354952,31.34350514261649,27.721696611578814
Abargelie,lst_mean,19,32.8238423897156,1.2541188509639125,17,34.92273056457993,33.45337682118358,32.68866784534283,32.16110254107717,30.283416962870135
Abargelie,lst_mean,20,32.39794917767656,1.5585829843005752,17,35.12932115436204,33.28916725948288,32.286728652018894,31.959906124307913,28.981390759064574
Abargelie,lst_mean,21,31.745463248797353,1.8677562812854032,17,34.686715124147725,32.91867244260932,31.849973208186224,30.88558077066741,28.49810804067448
Abargelie,lst_mean,22,31.24565369188362,1.7368165468858727,17,35.01312778314159,32.46216380877098,31.21848791974613,29.938641194700107,28.26386957713053
Abargelie,lst_mean,23,30.147816597032428,2.1609578283260475,17,33.50252142884766,31.936550503336267,29.847793849115153,28.93076582882241,24.866265224233295
Abargelie,lst_mean,24,28.1857930328704,1.7581171823582353,17,32.855904811416984,28.562891000064553,28.132680820873734,27.44403481128606,24.866265224233295
Abargelie,lst_mean,25,27.230826252057508,2.5343769962417424,17,32.060292531007036,27.9696990808789,27.477108962932785,25.410766712352924,23.05270472341828
Abargelie,lst_mean,26,25.7836585104889,2.794926718546831,17,29.989999218296425,28.42456766294871,25.29213098942732,23.4403324528059,21.37055334532103
Abargelie,lst_mean,27,24.757307547996735,2.7987185945199298,17,29.663140309200205,26.688231111334307,24.35745585647304,23.07694781703494,18.319118282346054
Abargelie,lst_mean,28,23.794254693201665,2.0766961146140304,17,27.546523819117787,24.53305329176896,23.68014598216861,23.05531715765934,19.30991897090112
Abargelie,lst_mean,29,23.085988548470734,1.476791434900682,17,25.30818866341339,23.979141195932176,23.039841697908606,22.60547015443801,19.481403400972404
Abargelie,lst_mean,30,23.32131441593064,1.4292348880292383,17,26.995609955322383,23.574611359637547,23.014991637449032,22.266930538579366,21.168758259601944
Abargelie,lst_mean,31,22.52525481084397,1.7353681251785626,17,26.181227380500566,23.75635753214991,22.287418360973874,21.46942778373048,19.17460272075415
Abargelie,lst_mean,32,21.863509897056694,1.4740276666706902,17,24.252387410730535,22.712860054976073,21.949556266020014,20.993797303573444,19.17460272075415
Abargelie,lst_mean,33,22.223651749829557,1.3854369635025046,17,24.275217259266107,23.18279068365508,22.312515344879994,21.276688223776947,18.92244206402138
Abargelie,lst_mean,34,22.321684913747298,1.2400547267862108,17,24.241039607389176,22.995039569922096,22.352943658934805,21.898722570212712,19.15566205942092
Abargelie,lst_mean,35,22.457652697424248,1.501282221164887,17,24.369855313714172,23.523051603529368,22.61586350965439,21.6130565461988,19.15566205942092
Abargelie,lst_mean,36,23.86812850982004,1.3848852316834281,17,25.671471984601347,24.82622337847201,24.053105385841818,23.06097178519161,19.771943868267144
Abargelie,lst_mean,37,25.223436034600105,1.2830162472205713,17,27.663998891500153,26.047593033555604,25.23475414878581,24.419281901788008,22.339550639119263
Abargelie,lst_mean,38,27.005868523181164,1.2384919459169508,17,29.489795056434687,27.64174524403458,26.894854176423372,26.62596632803886,24.40548045732061
Abargelie,lst_mean,39,28.440193440008684,0.8176556270677151,17,29.994654130880303,28.913458045464942,28.271120512566995,27.80344366746827,27.198634126812394
Abargelie,lst_mean,40,29.329104096884592,0.9055674124350738,17,30.495121658772383,30.130987303258536,29.500024864521812,28.904785484422458,27.36247714356
Abargelie,lst_mean,41,29.77633712546018,0.8460744804841053,17,31.16505802130951,30.380711919564458,29.838022874623523,29.5203100147371,27.70000701409202
Abargelie,lst_mean,42,29.874435481987106,0.925121190968987,17,31.4834448011913,30.38419580365935,29.81497660549868,29.450506623071412,27.877990248761886
Abargelie,lst_mean,43,29.913033031538966,0.8873844400281683,17,31.54198923846806,30.474456875000406,29.870945662027882,29.655893444076895,27.60228548902579
Abargelie,lst_mean,44,29.615467382811662,1.008777862975971,17,31.589495261255475,30.310478818508624,29.574785993865852,28.693629397709007,27.79112734411437
Abargelie,lst_mean,45,29.349732010876043,1.042999600860556,17,30.909235521832777,30.129894849036006,29.293757277215192,28.596269599858626,27.500629644451497
Abargelie,lst_mean,46,29.134742812488046,0.8413739267089192,17,30.57108411095069,29.56736347376583,29.10003848752998,28.643365757668207,27.08193280072971
Abargelie,lst_mean,47,28.702580122976265,0.7657792663592947,17,30.380488725034972,29.155767758860176,28.470566138952865,28.166934396576544,27.765830889948578
Abargelie,lst_mean,48,28.499316652232462,0.7349124783418022,17,29.98325281774389,29.112390922332022,28.43632648326297,28.099014208561247,27.07106688501127
Abargelie,lst_mean,49,28.081302961310517,0.757148074918449,17,29.28972543147711,28.548239940487218,27.817131778282903,27.690405443310908,26.359080534412314
Abargelie,lst_mean,50,27.732247888418406,0.6223149241697842,17,28.773129541642135,28.176090881024116,27.900108919617836,27.281354999818934,26.22538429833988
Abargelie,lst_mean,51,27.475162972612143,0.6292454038017191,17,28.405170752546187,27.88485031570147,27.60588014023817,27.162361018616775,26.34417193654179
Abargelie,lst_mean,52,27.274941838597655,0.7032664239162206,17,28.511097528340134,27.730979457154284,27.366787643112175,27.004583398036782,25.419689570956578
Abargelie,lst_mean,53,27.15741318234987,0.539984951223434,3,27.669254276102418,27.439563086281936,27.209871896461458,26.901492635473595,26.593113374485732
Abargelie,lst_night,1,19.743177909441986,0.695139439493933,18,20.97455449172586,20.142302652051992,19.794914744949928,19.457016863498026,17.96057603320344
Abargelie,lst_night,2,19.984811071046867,0.6914326143921458,17,21.183002272854207,20.473444009405668,20.160501445775907,19.62693129695092,18.40435322474619
Abargelie,lst_night,3,20.358627206307958,0.5737806188938095,17,21.226265988390853,20.615641337098737,20.53349602173787,19.915270738490463,19.1910971385852
Abargelie,lst_night,4,20.79783389783109,0.4870371561680942,17,21.532625640717225,21.185251704947554,20.694406415549953,20.40657442876358,19.93953601979833
Abargelie,lst_night,5,21.07936102905119,0.6181028760928323,17,22.142193970276796,21.46922980133553,21.07575903694325,20.756306087112378,19.546794244394142
Abargelie,lst_night,6,21.284719129514713,0.5485246318633141,17,22.312432039940415,21.68163073453763,21.360042062840794,20.770919674275376,20.413291919061123
Abargelie,lst_night,7,21.594419790151616,0.7419521658521171,17,23.23624174379421,21.879188002423263,21.609495368668256,21.242509463065048,20.38142536745909
Abargelie,lst_night,8,22.218372571402988,0.8876021089199704,17,23.985649782811425,22.834284124576723,22.212059501764376,21.47673025093467,20.99852526563179
Abargelie,lst_night,9,22.08221306970286,0.8651464412650005,17,24.025455617350325,22.630534829664843,22.089330689547033,21.24752455302482,20.83369193649273
Abargelie,lst_night,10,22.254898352029343,0.877267518341529,17,24.092120033463686,22.685731417764156,22.106622825888824,21.747521692776193,20.59834986978505
Abargelie,lst_night,11,22.34208180421203,0.8428103783411824,17,23.89501901206034,22.855945996541944,22.41667071970853,22.051680396064686,20.2101218490464
Abargelie,lst_night,12,22.397881899542167,1.2452711265988001,17,24.496005104254834,22.822223143585163,22.744002193675687,22.100731167932853,18.97453615817825
Abargelie,lst_night,13,22.52339345009887,1.3959667751393237,17,24.041585154695884,23.485647898484505,22.762320146523326,22.1737338336109,19.18150495708022
Abargelie,lst_night,14,22.7049481214427,0.8904878231541962,17,24.02420344224169,23.212669526506122,23.094559549332867,21.86528343161097,20.72388996356393
Abargelie,lst_night,15,22.45567005516342,1.0587543512605448,17,24.10490276689156,22.744937507250388,22.468416447288906,22.053120070904725,20.73179069977277
Abargelie,lst_night,16,22.850322167430765,0.8038292744658325,17,24.380730247324102,23.326325501203364,22.847645720767325,22.347772050460687,21.64674439704427
Abargelie,lst_night,17,22.839003995775737,0.8013027220856208,17,24.107508502488002,23.440369450826154,22.98982758715934,22.436414003188062,21.3009861781248
Abargelie,lst_night,18,23.02826209734635,0.9313071733958385,17,24.398530298687337,23.682795862337368,23.085794236968102,22.59466254925793,20.890693620596114
Abargelie,lst_night,19,23.406607330047017,0.6813250962980613,17,24.505241215323352,23.986738936739,23.30622358796714,22.853981840490242,22.40618215118933
Abargelie,lst_night,20,22.896794426946478,0.937692208498015,17,24.309555028789745,23.537574392550102,23.291102865220363,22.46868191641572,20.977593080637025
Abargelie,lst_night,21,22.403063871497686,1.4246484005441191,17,24.148952081015,23.38155818066164,22.715161079258984,21.860877337685427,19.320641230714315
Abargelie,lst_night,22,22.029359547397643,1.0982172630138598,17,24.349212032194416,22.93656433810107,22.04940180346005,21.302042817563056,19.75798742279286
Abargelie,lst_night,23,21.207767867467492,1.5902709122510885,17,23.302359729663557,22.560454042985956,21.350836543976182,20.338815623831916,17.88914061195475
Abargelie,lst_night,24,19.938805784487577,1.3084505779790516,17,23.006042048109897,20.868906545156378,19.68099968144444,19.04780705786225,17.88914061195475
Abargelie,lst_night,25,19.340007152207743,2.571716872862516,17,23.206502359781574,21.551016168920356,19.12995119163731,17.271423095940346,15.611091622800073
Abargelie,lst_night,26,18.683302126450183,2.1108569170504135,17,21.968856128625674,20.534818596143857,18.554211749755957,17.399766435726985,15.264219414651501
Abargelie,lst_night,27,17.860946500741463,2.344934108228055,17,21.54797091753217,18.993031612825927,18.050674634849265,17.20361830648567,11.475316436548368
Abargelie,lst_night,28,17.6677681729019,1.6160563923989288,17,20.028474026671542,18.52964580346724,17.75442564777572,17.438869907176954,13.782865294694949
Abargelie,lst_night,29,17.349416209538674,1.2653330891506254,17,19.197538841992163,18.099252750841085,17.280215383955028,16.593022437655765,15.000635661243198
